id,company_id,partner_id,partner_invoice_id,partner_shipping_id,currency_id,user_id,team_id,create_uid,write_uid,name,state,invoice_status,validity_date,currency_rate,amount_untaxed,amount_tax,amount_total,locked,require_signature,require_payment,create_date,date_order,write_date,prepayment_percent,warehouse_id,picking_policy,amount_unpaid,margin,margin_percent
25,1,15,15,15,1,1.0,1,1,1,S00025,sale,to invoice,2026-06-26,1.0,1797.6,216.45,2014.05,False,True,True,2026-05-27 16:41:10.854495,2026-05-27 16:41:11,2026-06-15 15:30:58.463132,1.0,1.0,direct,2014.05,-3602.4,-2.004005340453938
26,1,15,15,15,1,1.0,1,1,1,S00026,sale,no,2026-06-26,1.0,198.0,0.0,198.0,False,True,True,2026-05-27 16:41:59.78353,2026-05-27 16:42:17,2026-06-15 15:30:58.463132,1.0,1.0,direct,198.0,198.0,1.0
27,1,15,15,15,1,2.0,1,2,2,S00027,draft,no,2026-07-15,1.0,36.0,5.4,41.4,False,True,True,2026-06-15 15:31:52.719225,2026-06-15 15:31:18,2026-06-15 15:31:52.719225,1.0,1.0,direct,41.4,36.0,1.0
28,1,34,34,34,1,2.0,1,2,2,S00028,sale,no,2026-07-15,1.0,0.0,0.0,0.0,False,True,True,2026-06-15 15:54:16.994257,2026-06-15 15:54:50,2026-06-15 15:54:50.659242,1.0,1.0,direct,0.0,0.0,0.0
29,1,34,34,34,1,2.0,1,2,2,S00029,draft,no,2026-07-15,1.0,140.0,0.0,140.0,False,True,True,2026-06-15 16:03:19.224092,2026-06-15 16:01:52,2026-06-15 16:06:44.319983,1.0,1.0,direct,140.0,19.5,0.1392857142857143
30,1,34,34,34,1,2.0,1,2,2,S00030,draft,no,2026-07-30,1.0,3001.0,0.15,3001.15,False,True,True,2026-06-15 16:10:45.131267,2026-06-15 16:10:07,2026-06-17 12:15:16.811621,1.0,1.0,direct,3001.15,3001.0,1.0
31,1,27,27,27,1,2.0,1,2,2,S00031,sale,invoiced,2026-06-30,1.0,2300.0,345.0,2645.0,False,True,True,2026-06-20 13:57:24.203406,2026-06-20 13:57:25,2026-06-20 13:58:26.547129,1.0,1.0,direct,0.0,1610.0,0.7
32,1,19,19,19,1,1.0,1,1,1,S00032,sale,to invoice,2026-07-02,1.0,1080.0,162.0,1242.0,False,True,True,2026-06-22 15:52:11.364497,2026-06-22 15:52:27,2026-06-22 15:52:41.969546,1.0,1.0,direct,1242.0,1080.0,1.0
33,1,47,47,47,1,1.0,1,1,1,S00033,sale,invoiced,2026-07-02,1.0,200.0,30.0,230.0,False,True,True,2026-06-22 15:56:51.035708,2026-06-22 15:56:51,2026-06-22 15:58:09.884985,1.0,1.0,direct,0.0,200.0,1.0
34,1,47,47,47,1,1.0,1,1,1,S00034,sale,to invoice,2026-07-02,1.0,195.0,29.25,224.25,False,True,True,2026-06-22 15:59:40.410337,2026-06-22 15:59:41,2026-06-22 15:59:41.031587,1.0,1.0,direct,224.25,195.0,1.0
35,1,15,15,15,1,1.0,1,1,1,S00035,sale,invoiced,2026-07-02,1.0,7.0,1.05,8.05,False,True,True,2026-06-22 16:01:13.02224,2026-06-22 16:01:21,2026-06-22 16:01:26.28929,1.0,1.0,direct,0.0,7.0,1.0
36,1,48,48,48,1,1.0,38,1,1,S00036,sale,to invoice,2026-07-02,1.0,12.0,1.8,13.8,False,True,True,2026-06-22 16:04:39.991388,2026-06-22 16:05:01,2026-07-17 08:07:02.216456,1.0,1.0,direct,13.8,12.0,1.0
37,1,34,34,34,1,1.0,1,1,1,S00037,sale,invoiced,2026-07-04,1.0,600.0,90.0,690.0,False,True,True,2026-06-24 12:49:54.385206,2026-06-24 12:49:55,2026-06-24 12:50:20.890502,1.0,1.0,direct,0.0,600.0,1.0
38,1,36,36,36,1,1.0,1,1,1,S00038,sale,to invoice,2026-07-04,1.0,1320.0,198.0,1518.0,False,True,True,2026-06-24 12:54:16.936394,2026-06-24 12:54:33,2026-06-24 12:55:12.024653,1.0,1.0,direct,1518.0,1320.0,1.0
39,1,47,47,47,1,1.0,1,1,1,S00039,draft,no,2026-07-15,1.0,0.0,0.0,0.0,False,True,True,2026-07-05 16:07:01.889553,2026-07-05 16:06:07,2026-07-05 16:07:01.889553,1.0,1.0,direct,0.0,0.0,0.0
40,2,27,27,27,159,2.0,38,1,1,S00040,draft,no,2026-08-16,1.0,20.0,0.0,20.0,False,True,False,2026-07-17 08:05:54.694269,2026-07-17 08:04:53,2026-07-17 08:05:54.694269,1.0,1.0,direct,20.0,20.0,1.0
41,1,36,36,36,1,1.0,1,1,1,S00041,sale,no,2026-07-30,1.0,140.0,0.0,140.0,False,True,True,2026-07-20 10:11:55.771342,2026-07-20 10:11:56,2026-07-20 10:12:16.34271,1.0,1.0,direct,135.8,19.5,0.1392857142857143
42,1,34,34,34,1,1.0,38,1,1,S00042,sale,no,2026-07-30,1.0,140.0,0.0,140.0,False,True,True,2026-07-20 16:12:45.097153,2026-07-20 16:12:55,2026-07-20 16:13:01.521792,1.0,1.0,direct,137.2,19.5,0.1392857142857143
43,1,28,28,28,1,1.0,3,1,1,S00043,sale,invoiced,2026-07-30,1.0,35.0,5.25,40.25,False,True,True,2026-07-20 16:13:28.605514,2026-07-20 16:14:00,2026-07-20 16:14:09.513813,1.0,1.0,direct,0.0,3.5,0.1
