"id","campaign_id","source_id","medium_id","company_id","partner_id","journal_id","partner_invoice_id","partner_shipping_id","fiscal_position_id","payment_term_id","pricelist_id","currency_id","user_id","team_id","create_uid","write_uid","access_token","name","state","client_order_ref","origin","reference","signed_by","invoice_status","validity_date","note","currency_rate","amount_untaxed","amount_tax","amount_total","locked","require_signature","require_payment","create_date","commitment_date","date_order","signed_on","write_date","prepayment_percent","pending_email_template_id","sale_order_template_id","customizable_pdf_form_fields","incoterm","warehouse_id","procurement_group_id","incoterm_location","picking_policy","delivery_status","effective_date","amount_unpaid","opportunity_id","patient_name","doctor_id","margin","margin_percent"
21,NULL,NULL,NULL,1,28,NULL,28,28,NULL,6,NULL,1,1,1,1,1,"788051d6-be47-4876-864c-832269b6213e","S00021","sent",NULL,NULL,NULL,NULL,"no","2026-06-18",NULL,1.0,4951.00,14.40,4965.40,False,True,True,"2026-05-04 12:01:52.049386",NULL,"2026-05-04 12:01:36",NULL,"2026-06-15 15:30:58.463132",1.0,NULL,1,NULL,NULL,1,NULL,NULL,"direct",NULL,NULL,4965.40,NULL,NULL,NULL,11.00,0.00222177337911533
22,NULL,NULL,NULL,1,15,NULL,15,15,NULL,6,NULL,1,1,1,1,1,NULL,"S00022","draft",NULL,NULL,NULL,NULL,"no","2026-06-21",NULL,1.0,0.00,0.00,0.00,False,True,True,"2026-05-22 11:16:02.606996",NULL,"2026-05-22 11:15:41",NULL,"2026-06-15 15:30:58.463132",1.0,NULL,NULL,NULL,NULL,1,NULL,NULL,"direct",NULL,NULL,0.00,NULL,NULL,2,0.00,0.0
23,NULL,NULL,NULL,1,15,NULL,15,15,NULL,6,NULL,1,1,1,1,1,"2e63783d-4564-4f5c-8394-c2468f0b4683","S00023","sent",NULL,NULL,NULL,NULL,"no","2026-06-21",NULL,1.0,0.00,0.00,0.00,False,True,True,"2026-05-22 11:24:59.843363",NULL,"2026-05-22 11:24:51",NULL,"2026-06-15 15:30:58.463132",1.0,NULL,NULL,NULL,NULL,1,NULL,NULL,"direct",NULL,NULL,0.00,NULL,NULL,2,0.00,0.0
24,NULL,NULL,NULL,1,15,NULL,15,15,NULL,6,1,1,1,1,1,1,NULL,"S00024","draft",NULL,NULL,NULL,NULL,"no","2026-06-24",NULL,1.0,0.00,0.00,0.00,False,True,True,"2026-05-25 13:04:20.996397",NULL,"2026-05-25 13:04:13",NULL,"2026-06-15 15:30:58.463132",1.0,NULL,NULL,NULL,NULL,1,NULL,NULL,"direct",NULL,NULL,0.00,NULL,NULL,NULL,0.00,0.0
25,NULL,NULL,NULL,1,15,NULL,15,15,NULL,6,1,1,1,1,1,1,"622dde69-f2a7-4ce9-ad81-8605aa901ae6","S00025","sale",NULL,NULL,NULL,NULL,"to invoice","2026-06-26",NULL,1.0,1797.60,216.45,2014.05,False,True,True,"2026-05-27 16:41:10.854495",NULL,"2026-05-27 16:41:11",NULL,"2026-06-15 15:30:58.463132",1.0,NULL,NULL,NULL,NULL,1,1,NULL,"direct","pending",NULL,2014.05,NULL,NULL,2,-3602.40,-2.0040053404539386
26,NULL,NULL,NULL,1,15,NULL,15,15,NULL,6,1,1,1,1,1,1,"70bf476e-334b-4aa0-8536-91c4bf2533db","S00026","sale",NULL,NULL,NULL,NULL,"no","2026-06-26",NULL,1.0,198.00,0.00,198.00,False,True,True,"2026-05-27 16:41:59.78353",NULL,"2026-05-27 16:42:17",NULL,"2026-06-15 15:30:58.463132",1.0,NULL,NULL,NULL,NULL,1,2,NULL,"direct","pending",NULL,198.00,NULL,NULL,NULL,198.00,1.0
27,NULL,NULL,NULL,1,15,NULL,15,15,NULL,6,1,1,2,1,2,2,NULL,"S00027","draft",NULL,NULL,NULL,NULL,"no","2026-07-15",NULL,1.0,36.00,5.40,41.40,False,True,True,"2026-06-15 15:31:52.719225",NULL,"2026-06-15 15:31:18",NULL,"2026-06-15 15:31:52.719225",1.0,NULL,NULL,NULL,NULL,1,NULL,NULL,"direct",NULL,NULL,41.40,NULL,NULL,NULL,36.00,1.0
28,NULL,NULL,NULL,1,34,NULL,34,34,NULL,6,1,1,2,1,2,2,NULL,"S00028","sale",NULL,NULL,NULL,NULL,"no","2026-07-15",NULL,1.0,0.00,0.00,0.00,False,True,True,"2026-06-15 15:54:16.994257",NULL,"2026-06-15 15:54:50",NULL,"2026-06-15 15:54:50.659242",1.0,NULL,NULL,NULL,NULL,1,NULL,NULL,"direct",NULL,NULL,0.00,NULL,NULL,NULL,0.00,0.0
29,NULL,NULL,NULL,1,34,NULL,34,34,NULL,6,1,1,2,1,2,2,NULL,"S00029","draft",NULL,NULL,NULL,NULL,"no","2026-07-15",NULL,1.0,140.00,0.00,140.00,False,True,True,"2026-06-15 16:03:19.224092",NULL,"2026-06-15 16:01:52",NULL,"2026-06-15 16:06:44.319983",1.0,NULL,NULL,NULL,NULL,1,NULL,NULL,"direct",NULL,NULL,140.00,NULL,NULL,NULL,19.50,0.1392857142857143
30,NULL,NULL,NULL,1,34,NULL,34,34,NULL,6,1,1,2,1,2,2,NULL,"S00030","draft",NULL,NULL,NULL,NULL,"no","2026-07-30",NULL,1.0,3001.00,0.15,3001.15,False,True,True,"2026-06-15 16:10:45.131267",NULL,"2026-06-15 16:10:07",NULL,"2026-06-17 12:15:16.811621",1.0,NULL,NULL,NULL,NULL,1,NULL,NULL,"direct",NULL,NULL,3001.15,NULL,NULL,NULL,3001.00,1.0
31,NULL,NULL,NULL,1,27,NULL,27,27,NULL,6,1,1,2,1,2,2,NULL,"S00031","sale",NULL,NULL,NULL,NULL,"invoiced","2026-06-30",NULL,1.0,2300.00,345.00,2645.00,False,True,True,"2026-06-20 13:57:24.203406",NULL,"2026-06-20 13:57:25",NULL,"2026-06-20 13:58:26.547129",1.0,NULL,NULL,NULL,NULL,1,3,NULL,"direct","full","2026-06-20 13:58:26",0.00,NULL,NULL,NULL,1610.00,0.7
32,NULL,NULL,NULL,1,19,NULL,19,19,NULL,4,1,1,1,1,1,1,NULL,"S00032","sale",NULL,NULL,NULL,NULL,"to invoice","2026-07-02",NULL,1.0,1080.00,162.00,1242.00,False,True,True,"2026-06-22 15:52:11.364497",NULL,"2026-06-22 15:52:27",NULL,"2026-06-22 15:52:41.969546",1.0,NULL,NULL,NULL,NULL,1,5,NULL,"direct","full","2026-06-22 15:52:42",1242.00,NULL,NULL,NULL,1080.00,1.0
33,NULL,NULL,NULL,1,47,NULL,47,47,NULL,NULL,1,1,1,1,1,1,NULL,"S00033","sale",NULL,NULL,NULL,NULL,"invoiced","2026-07-02",NULL,1.0,200.00,30.00,230.00,False,True,True,"2026-06-22 15:56:51.035708",NULL,"2026-06-22 15:56:51",NULL,"2026-06-22 15:58:09.884985",1.0,NULL,NULL,NULL,NULL,1,6,NULL,"direct","partial","2026-06-22 15:57:15",0.00,NULL,NULL,NULL,200.00,1.0
34,NULL,NULL,NULL,1,47,NULL,47,47,NULL,NULL,1,1,1,1,1,1,NULL,"S00034","sale",NULL,NULL,NULL,NULL,"to invoice","2026-07-02",NULL,1.0,195.00,29.25,224.25,False,True,True,"2026-06-22 15:59:40.410337",NULL,"2026-06-22 15:59:41",NULL,"2026-06-22 15:59:41.031587",1.0,NULL,NULL,NULL,NULL,1,7,NULL,"direct","pending",NULL,224.25,NULL,NULL,NULL,195.00,1.0
35,NULL,NULL,NULL,1,15,NULL,15,15,NULL,6,1,1,1,1,1,1,"e693e504-1b97-4b47-886b-0b958434127d","S00035","sale",NULL,NULL,NULL,NULL,"invoiced","2026-07-02",NULL,1.0,7.00,1.05,8.05,False,True,True,"2026-06-22 16:01:13.02224",NULL,"2026-06-22 16:01:21",NULL,"2026-06-22 16:01:26.28929",1.0,NULL,NULL,NULL,NULL,1,8,NULL,"direct","pending",NULL,0.00,NULL,NULL,NULL,7.00,1.0
36,NULL,NULL,NULL,1,48,NULL,48,48,NULL,NULL,1,1,1,38,1,1,"94d7e47a-8686-45ab-9265-3db3933cb3cf","S00036","sale",NULL,"mobile",NULL,NULL,"to invoice","2026-07-02",NULL,1.0,12.00,1.80,13.80,False,True,True,"2026-06-22 16:04:39.991388",NULL,"2026-06-22 16:05:01",NULL,"2026-07-17 08:07:02.216456",1.0,NULL,NULL,NULL,NULL,1,9,NULL,"direct","pending",NULL,13.80,5,NULL,NULL,12.00,1.0
37,NULL,NULL,NULL,1,34,NULL,34,34,NULL,6,1,1,1,1,1,1,NULL,"S00037","sale",NULL,NULL,NULL,NULL,"invoiced","2026-07-04",NULL,1.0,600.00,90.00,690.00,False,True,True,"2026-06-24 12:49:54.385206",NULL,"2026-06-24 12:49:55",NULL,"2026-06-24 12:50:20.890502",1.0,NULL,NULL,NULL,NULL,1,10,NULL,"direct","full","2026-06-24 12:50:21",0.00,NULL,NULL,NULL,600.00,1.0
38,NULL,NULL,NULL,1,36,NULL,36,36,NULL,4,1,1,1,1,1,1,NULL,"S00038","sale",NULL,NULL,NULL,NULL,"to invoice","2026-07-04",NULL,1.0,1320.00,198.00,1518.00,False,True,True,"2026-06-24 12:54:16.936394",NULL,"2026-06-24 12:54:33",NULL,"2026-06-24 12:55:12.024653",1.0,NULL,NULL,NULL,NULL,1,11,NULL,"direct","full","2026-06-24 12:55:12",1518.00,NULL,NULL,NULL,1320.00,1.0
39,NULL,NULL,NULL,1,47,NULL,47,47,NULL,NULL,1,1,1,1,1,1,NULL,"S00039","draft",NULL,NULL,NULL,NULL,"no","2026-07-15",NULL,1.0,0.00,0.00,0.00,False,True,True,"2026-07-05 16:07:01.889553",NULL,"2026-07-05 16:06:07",NULL,"2026-07-05 16:07:01.889553",1.0,NULL,NULL,NULL,NULL,1,NULL,NULL,"direct",NULL,NULL,0.00,NULL,NULL,NULL,0.00,0.0
40,NULL,NULL,NULL,2,27,NULL,27,27,NULL,NULL,3,159,NULL,38,1,1,NULL,"S00040","draft",NULL,NULL,NULL,NULL,"no","2026-08-16",NULL,1.0,20.00,0.00,20.00,False,True,False,"2026-07-17 08:05:54.694269",NULL,"2026-07-17 08:04:53",NULL,"2026-07-17 08:05:54.694269",1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"direct",NULL,NULL,20.00,NULL,NULL,NULL,20.00,1.0
41,NULL,NULL,NULL,1,36,NULL,36,36,NULL,4,1,1,1,1,1,1,NULL,"S00041","sale",NULL,NULL,NULL,NULL,"no","2026-07-30",NULL,1.0,140.00,0.00,140.00,False,True,True,"2026-07-20 10:11:55.771342",NULL,"2026-07-20 10:11:56",NULL,"2026-07-20 10:12:16.34271",1.0,NULL,NULL,NULL,NULL,1,13,NULL,"direct","pending",NULL,135.80,NULL,NULL,NULL,19.50,0.1392857142857143
42,NULL,NULL,NULL,1,34,NULL,34,34,NULL,6,1,1,1,38,1,1,"18ce8207-372e-40ee-9740-0a0b92e082d8","S00042","sale",NULL,NULL,NULL,NULL,"no","2026-07-30",NULL,1.0,140.00,0.00,140.00,False,True,True,"2026-07-20 16:12:45.097153",NULL,"2026-07-20 16:12:55",NULL,"2026-07-20 16:13:01.521792",1.0,NULL,NULL,NULL,NULL,1,14,NULL,"direct","pending",NULL,137.20,NULL,NULL,NULL,19.50,0.1392857142857143
43,NULL,NULL,NULL,1,28,NULL,28,28,NULL,6,1,1,1,3,1,1,"0d26b428-e3ee-40b9-8b27-d971f0679fdc","S00043","sale",NULL,NULL,NULL,NULL,"invoiced","2026-07-30",NULL,1.0,35.00,5.25,40.25,False,True,True,"2026-07-20 16:13:28.605514",NULL,"2026-07-20 16:14:00",NULL,"2026-07-20 16:14:09.513813",1.0,NULL,NULL,NULL,NULL,1,15,NULL,"direct","pending",NULL,0.00,NULL,NULL,NULL,3.50,0.1
